"Id","Type","KOfam","COG_CATEGORY"
"MT_K00927","KO_Expression","phosphoglycerate kinase [EC:2.7.2.3]","Carbohydrate transport and metabolism"
"MT_K01489","KO_Expression","cytidine deaminase [EC:3.5.4.5]","Nucleotide transport and metabolism"
"MT_K03553","KO_Expression","recombination protein RecA","Replication, recombination and repair"
"MT_K00948","KO_Expression","ribose-phosphate pyrophosphokinase [EC:2.7.6.1]","Nucleotide transport and metabolism"
"MT_K03151","KO_Expression","tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]","Coenzyme transport and metabolism"
"MT_K00925","KO_Expression","acetate kinase [EC:2.7.2.1]","Energy production and conversion"
"MT_K00858","KO_Expression","NAD+ kinase [EC:2.7.1.23]","Coenzyme transport and metabolism"
"MT_K02996","KO_Expression","small subunit ribosomal protein S9","Translation, ribosomal structure and biogenesis"
"MT_K01689","KO_Expression","enolase [EC:4.2.1.11]","Carbohydrate transport and metabolism"
"MT_K00759","KO_Expression","adenine phosphoribosyltransferase [EC:2.4.2.7]","Nucleotide transport and metabolism"
"MT_K00943","KO_Expression","dTMP kinase [EC:2.7.4.9]","Nucleotide transport and metabolism"
"MT_K01937","KO_Expression","CTP synthase [EC:6.3.4.2]","Nucleotide transport and metabolism"
"MT_K03427","KO_Expression","type I restriction enzyme M protein [EC:2.1.1.72]","Defense mechanisms"
"MT_K00789","KO_Expression","S-adenosylmethionine synthetase [EC:2.5.1.6]","Coenzyme transport and metabolism"
"MT_K03648","KO_Expression","uracil-DNA glycosylase [EC:3.2.2.27]","Replication, recombination and repair"
"MT_K03798","KO_Expression","cell division protease FtsH [EC:3.4.24.-]","Posttranslational modification, protein turnover, chaperones"
"MT_K07301","KO_Expression","cation:H+ antiporter","Inorganic ion transport and metabolism"
"MT_K02015","KO_Expression","iron complex transport system permease protein","Inorganic ion transport and metabolism"
"MT_K15633","KO_Expression","2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]","Carbohydrate transport and metabolism"
"MT_K02600","KO_Expression","transcription termination/antitermination protein NusA","Transcription"
"MT_K02784","KO_Expression","phosphocarrier protein HPr","Signal transduction mechanisms"
"MT_K03106","KO_Expression","signal recognition particle subunit SRP54 [EC:3.6.5.4]","Intracellular trafficking, secretion, and vesicular transport"
"MT_K03702","KO_Expression","excinuclease ABC subunit B","Replication, recombination and repair"
"MT_K02003","KO_Expression","putative ABC transport system ATP-binding protein","Defense mechanisms"
"MT_K00615","KO_Expression","transketolase [EC:2.2.1.1]","Carbohydrate transport and metabolism"
"MT_K00412","KO_Expression","ubiquinol-cytochrome c reductase cytochrome b subunit","Energy production and conversion"
"MT_K00384","KO_Expression","thioredoxin reductase (NADPH) [EC:1.8.1.9]","Posttranslational modification, protein turnover, chaperones"
"MT_K01808","KO_Expression","ribose 5-phosphate isomerase B [EC:5.3.1.6]","Carbohydrate transport and metabolism"
"MT_K09769","KO_Expression","2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]","Signal transduction mechanisms"
"MT_K03471","KO_Expression","ribonuclease HIII [EC:3.1.26.4]","Replication, recombination and repair"
"MT_K05985","KO_Expression","ribonuclease M5 [EC:3.1.26.8]","Translation, ribosomal structure and biogenesis"
"MT_K16786","KO_Expression","energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]","Inorganic ion transport and metabolism"
"MT_K18672","KO_Expression","diadenylate cyclase [EC:2.7.7.85]","Signal transduction mechanisms"
"MT_K01788","KO_Expression","N-acylglucosamine-6-phosphate 2-epimerase [EC:5.1.3.9]","Carbohydrate transport and metabolism"
"MT_K01151","KO_Expression","deoxyribonuclease IV [EC:3.1.21.2]","Replication, recombination and repair"
"MT_K02904","KO_Expression","large subunit ribosomal protein L29","Translation, ribosomal structure and biogenesis"
"MT_K02520","KO_Expression","translation initiation factor IF-3","Translation, ribosomal structure and biogenesis"
"MT_K07056","KO_Expression","16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]","Translation, ribosomal structure and biogenesis"
"MT_K02398","KO_Expression","negative regulator of flagellin synthesis FlgM",NA
"MT_K00677","KO_Expression","UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]","Cell wall/membrane/envelope biogenesis"
"MT_K07315","KO_Expression","phosphoserine phosphatase RsbU/P [EC:3.1.3.3]","Signal transduction mechanisms"
"MT_K00974","KO_Expression","tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]","Translation, ribosomal structure and biogenesis"
"MT_K00970","KO_Expression","poly(A) polymerase [EC:2.7.7.19]","Translation, ribosomal structure and biogenesis"
"MT_K07456","KO_Expression","DNA mismatch repair protein MutS2","Replication, recombination and repair"
"MT_K03978","KO_Expression","GTP-binding protein","Cell cycle control, cell division, chromosome partitioning"
"MT_K09762","KO_Expression","cell division protein WhiA","Transcription"
"MT_K03496","KO_Expression","chromosome partitioning protein","Cell cycle control, cell division, chromosome partitioning"
"MT_K02004","KO_Expression","putative ABC transport system permease protein","Defense mechanisms"
"MT_K00208","KO_Expression","enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]","Lipid transport and metabolism"
"MT_K11749","KO_Expression","regulator of sigma E protease [EC:3.4.24.-]","Posttranslational modification, protein turnover, chaperones"
"MT_K03101","KO_Expression","signal peptidase II [EC:3.4.23.36]","Cell wall/membrane/envelope biogenesis"
"MT_K04562","KO_Expression","flagellar biosynthesis protein FlhG","Cell cycle control, cell division, chromosome partitioning"
"MT_K07146","KO_Expression","UPF0176 protein","Translation, ribosomal structure and biogenesis"
"MT_K02836","KO_Expression","peptide chain release factor 2","Translation, ribosomal structure and biogenesis"
"MT_K09458","KO_Expression","3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]","Lipid transport and metabolism"
"MT_K03568","KO_Expression","TldD protein","General function prediction only"
"MT_K02067","KO_Expression","phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein","Cell wall/membrane/envelope biogenesis"
"MT_K03783","KO_Expression","purine-nucleoside phosphorylase [EC:2.4.2.1]","Nucleotide transport and metabolism"
"MT_K07340","KO_Expression","inner membrane protein","Posttranslational modification, protein turnover, chaperones"
"MT_K12573","KO_Expression","ribonuclease R [EC:3.1.13.1]","Transcription"
"MT_K02563","KO_Expression","UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]","Cell wall/membrane/envelope biogenesis"
"MT_K04043","KO_Expression","molecular chaperone DnaK","Posttranslational modification, protein turnover, chaperones"
"MT_K03737","KO_Expression","pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]","Energy production and conversion"
"MT_K04773","KO_Expression","protease IV [EC:3.4.21.-]","Posttranslational modification, protein turnover, chaperones"
"MT_K10938","KO_Expression","accessory colonization factor AcfC","Cell wall/membrane/envelope biogenesis"
"MT_K01687","KO_Expression","dihydroxy-acid dehydratase [EC:4.2.1.9]","Amino acid transport and metabolism"
"MT_K09015","KO_Expression","Fe-S cluster assembly protein SufD","Posttranslational modification, protein turnover, chaperones"
"MT_K00134","KO_Expression","glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]","Carbohydrate transport and metabolism"
"MT_K01478","KO_Expression","arginine deiminase [EC:3.5.3.6]","Amino acid transport and metabolism"
"MT_K03218","KO_Expression","23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]","Translation, ribosomal structure and biogenesis"
"MT_K03073","KO_Expression","preprotein translocase subunit SecE","Intracellular trafficking, secretion, and vesicular transport"
"MT_K05515","KO_Expression","penicillin-binding protein 2 [EC:3.4.16.4]","Cell cycle control, cell division, chromosome partitioning"
"MT_K03177","KO_Expression","tRNA pseudouridine55 synthase [EC:5.4.99.25]","Translation, ribosomal structure and biogenesis"
"MT_K00791","KO_Expression","tRNA dimethylallyltransferase [EC:2.5.1.75]","Translation, ribosomal structure and biogenesis"
"MT_K02387","KO_Expression","flagellar basal-body rod protein FlgB","Cell motility"
"MT_K09774","KO_Expression","lipopolysaccharide export system protein LptA","Cell wall/membrane/envelope biogenesis"
"MT_K06204","KO_Expression","RNA polymerase-binding transcription factor","Transcription"
"MT_K03086","KO_Expression","RNA polymerase primary sigma factor","Transcription"
"MT_K03559","KO_Expression","biopolymer transport protein ExbD","Intracellular trafficking, secretion, and vesicular transport"
"MT_K03570","KO_Expression","rod shape-determining protein MreC","Cell cycle control, cell division, chromosome partitioning"
"MT_K01876","KO_Expression","aspartyl-tRNA synthetase [EC:6.1.1.12]","Translation, ribosomal structure and biogenesis"
"MT_K03596","KO_Expression","GTP-binding protein LepA","Translation, ribosomal structure and biogenesis"
"MT_K04078","KO_Expression","chaperonin GroES","Posttranslational modification, protein turnover, chaperones"
"MT_K03088","KO_Expression","RNA polymerase sigma-70 factor, ECF subfamily","Transcription"
"MT_K00981","KO_Expression","phosphatidate cytidylyltransferase [EC:2.7.7.41]","Lipid transport and metabolism"
"MT_K02404","KO_Expression","flagellar biosynthesis protein FlhF","Cell motility"
"MT_K03631","KO_Expression","DNA repair protein RecN (Recombination protein N)","Replication, recombination and repair"
"MT_K23356","KO_Expression","HTH-type transcriptional regulator, sugar sensing transcriptional regulator","Transcription"
"MT_K02037","KO_Expression","phosphate transport system permease protein","Inorganic ion transport and metabolism"
"MT_K03524","KO_Expression","BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]","Coenzyme transport and metabolism"
"MT_K11041","KO_Expression","exfoliative toxin A/B","Defense mechanisms"
"MT_K04032","KO_Expression","ethanolamine utilization cobalamin adenosyltransferase [EC:2.5.1.154]","Amino acid transport and metabolism"
"MT_K07736","KO_Expression","CarD family transcriptional regulator, regulator of rRNA transcription","Transcription"
"MT_K02119","KO_Expression","V/A-type H+/Na+-transporting ATPase subunit C","Energy production and conversion"
"MT_K13626","KO_Expression","flagellar assembly factor FliW","Cell motility"
"MT_K03497","KO_Expression","ParB family transcriptional regulator, chromosome partitioning protein","Cell cycle control, cell division, chromosome partitioning"
"MT_K03655","KO_Expression","ATP-dependent DNA helicase RecG [EC:5.6.2.4]","Replication, recombination and repair"
"MT_K01990","KO_Expression","ABC-2 type transport system ATP-binding protein","Defense mechanisms"
"MT_K06925","KO_Expression","tRNA threonylcarbamoyladenosine biosynthesis protein TsaE","Translation, ribosomal structure and biogenesis"
"MT_K01156","KO_Expression","type III restriction enzyme [EC:3.1.21.5]","Defense mechanisms"
"MT_K04794","KO_Expression","peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]","Translation, ribosomal structure and biogenesis"
"MT_K01883","KO_Expression","cysteinyl-tRNA synthetase [EC:6.1.1.16]","Translation, ribosomal structure and biogenesis"
"MT_K02528","KO_Expression","16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]","Translation, ribosomal structure and biogenesis"
"MT_K00560","KO_Expression","thymidylate synthase [EC:2.1.1.45]","Nucleotide transport and metabolism"
"MT_K03595","KO_Expression","GTPase","Translation, ribosomal structure and biogenesis"
"MT_K03536","KO_Expression","ribonuclease P protein component [EC:3.1.26.5]","Translation, ribosomal structure and biogenesis"
"MT_K01153","KO_Expression","type I restriction enzyme, R subunit [EC:3.1.21.3]","Defense mechanisms"
"MT_K07497","KO_Expression","putative transposase","Defense mechanisms"
"MT_K07483","KO_Expression","transposase","Mobilome: prophages, transposons"
"MT_K09936","KO_Expression","bacterial/archaeal transporter family-2 protein","Function unknown"
"MT_K14060","KO_Expression","putative DNA-invertase from lambdoid prophage Rac","Replication, recombination and repair"
"MT_K16785","KO_Expression","energy-coupling factor transport system permease protein","Coenzyme transport and metabolism"
"MT_K03205","KO_Expression","type IV secretion system protein VirD4 [EC:7.4.2.8]","Intracellular trafficking, secretion, and vesicular transport"
"MT_K07498","KO_Expression","putative transposase","Mobilome: prophages, transposons"
"MT_K07487","KO_Expression","transposase","Mobilome: prophages, transposons"
"MT_K04074","KO_Expression","cell division initiation protein","Cell cycle control, cell division, chromosome partitioning"
"MT_K02810","KO_Expression","sucrose PTS system EIIBCA or EIIBC component [EC:2.7.1.211]","Carbohydrate transport and metabolism"
"MT_K01005","KO_Expression","polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]","Cell wall/membrane/envelope biogenesis"
"MT_K07149","KO_Expression","uncharacterized protein","Function unknown"
"MT_K06958","KO_Expression","RNase adapter protein RapZ","Signal transduction mechanisms"
"MT_K00820","KO_Expression","glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]","Cell wall/membrane/envelope biogenesis"
"MT_K19005","KO_Expression","lipoteichoic acid synthase [EC:2.7.8.20]","Cell wall/membrane/envelope biogenesis"
"MT_K03449","KO_Expression","MFS transporter, CP family, cyanate transporter","Inorganic ion transport and metabolism"
"MT_K01953","KO_Expression","asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]","Amino acid transport and metabolism"
"MT_K01807","KO_Expression","ribose 5-phosphate isomerase A [EC:5.3.1.6]","Carbohydrate transport and metabolism"
"MT_K06133","KO_Expression","4'-phosphopantetheinyl transferase [EC:2.7.8.-]","Coenzyme transport and metabolism"
"MT_K02111","KO_Expression","F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]","Energy production and conversion"
"MT_K07407","KO_Expression","alpha-galactosidase [EC:3.2.1.22]","Carbohydrate transport and metabolism"
"MT_K03647","KO_Expression","protein involved in ribonucleotide reduction","Nucleotide transport and metabolism"
"MT_K02109","KO_Expression","F-type H+-transporting ATPase subunit b","Energy production and conversion"
"MT_K01256","KO_Expression","aminopeptidase N [EC:3.4.11.2]","Amino acid transport and metabolism"
"MT_K03322","KO_Expression","manganese transport protein","Inorganic ion transport and metabolism"
"MT_K02112","KO_Expression","F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]","Energy production and conversion"
"MT_K16511","KO_Expression","adapter protein MecA 1/2",NA
"MT_K02794","KO_Expression","mannose PTS system EIIAB component [EC:2.7.1.191]","Carbohydrate transport and metabolism"
"MT_K02795","KO_Expression","mannose PTS system EIIC component","Carbohydrate transport and metabolism"
